"annotation_id","annotator","condition_label","created_at","id","lead_time","medical_abstract","sentiment","updated_at"
89,"1",5,"2024-04-06T21:28:25.543595Z",85,10.57,"Young's syndrome (obstructive azoospermia and chronic sinobronchial infection): a quantitative study of axonemal ultrastructure and function. The ultrastructure and function of nasal cilia and sperm tails were examined in 23 men with Young's syndrome and compared with data previously collected from 10 normal subjects. Quantitative electron microscopic assessment showed that sperm tails from patients with Young's syndrome contained significantly fewer central pair microtubules, radial spokes, and inner dynein arms, and their cilia contained less inner dynein arms than normal subjects. The Young's syndrome patients had normal in vitro ciliary beat frequency (11.4 +/- 0.9 Hz), and 12 of the 23 had normal nasal mucociliary clearance (15.0 +/- 5.0 minutes). However, the remaining 11 had markedly abnormal nasal mucociliary clearance in vivo. In these patients, the deficiency of ciliary inner dynein arms did not appear to affect ciliary function in vitro but may under mucus loading lead to abnormal in vivo ciliary function. The consistent abnormalities shown in cilia and sperm tails, though apparently minor, constitute a common factor in both the reproductive and respiratory tracts which may, in combination with abnormalities in the in vivo environment, lead to the features of Young's syndrome. ","general pathological conditions","2024-04-06T21:28:25.543595Z"
90,"1",3,"2024-04-06T21:28:45.349742Z",86,15.362,"Visual illusions in a patient with lateral medullary syndrome. The disturbance of visual perception associated with nystagmus is a rare phenomenon. This is a case of a 61-year-old woman who developed progressive right hemisensory deficit, left facial sensory deficit, vertigo, staggering to the left, left ptosis, vertical diplopia, and ataxia of the left upper extremity. She had rotatory nystagmus in primary position, which increased in amplitude with left gaze. The above signs and symptoms were consistent with lateral medullary syndrome. During her rehabilitation, the patient complained of visual disturbances typical of oscillopsia. These disturbances, or illusions, are compensatory mechanisms for nystagmus and its resultant retinal error. The purpose of this case presentation was to study the pathophysiology underlying oscillopsia in patients with nystagmus and to stimulate awareness of such visual disturbances in stroke patients. ","nervous system diseases","2024-04-06T21:28:45.349742Z"
91,"1",5,"2024-04-06T21:29:13.147698Z",87,10.519,"Maternal predictors of fetal demise in trauma during pregnancy. Trauma complicates 6 to 7 per cent of all pregnancies, but fetal demise secondary to maternal trauma occurs much less frequently. This study was done to analyze the incidence of fetal demise as a function of 21 maternal characteristics determined within the first 24 hours after trauma. Nine instances of fetal demise were identified from 73 pregnant patients with trauma admitted to four Level I trauma centers from a combined data base of 30,000 patients. Maternal factors examined by logistic regression were Injury Severity Score (ISS), Trauma Score (TS), Abbreviated Injury Scale (AIS), fluid requirements in the initial 24 hours, systolic blood pressure (SBP), heart rate (HR), hemoglobin, hematocrit and arterial blood gas analysis. Fetal demise was found to be associated with increasing ISS, increasing face and abdominal AIS, increasing fluid requirements, maternal acidosis and maternal hypoxia. Standard maternal laboratory and physiologic parameters, such as hemoglobin and hematocrit, oxygen and hemoglobin saturation, partial pressure of carbon dioxide, SBP and HR were not predictive. The TS was also found to be nonpredictive. ","general pathological conditions","2024-04-06T21:29:13.147698Z"
92,"1",1,"2024-04-06T21:30:07.010641Z",88,52.707,"Intraluminal pressure adjacent to left colonic anastomoses. A cumulative total of 89 h of pressure data was acquired from both sides of a left colonic anastomosis in 15 patients over a median period of 7 postoperative study days. Patients had a colonic ileus lasting 3-10 days and during this proximal and distal inactivity the intraluminal pressure remained within 6 mmHg of atmospheric pressure. After recovery of activity, pressures proximal to the anastomosis in excess of 10 mmHg occurred during less than 1 per cent of the recording time. Distal peak pressures were significantly elevated with respect to the proximal site (P less than 0.001). Two-thirds of the distal pressures recorded were between 10 and 20 mmHg and 98 per cent were less than 50 mmHg; the peak distal pressure was 90 mmHg. Four patients had distal repetitive tonic contractions creating a pressure difference across the anastomosis with a mean of 20 mmHg and a peak of 45 mmHg. Each contraction persisted for 15-20 min. Intraluminal pressures are unlikely to play a role in anastomotic dehiscence. ","digestive system diseases","2024-04-06T21:30:07.010641Z"
93,"1",5,"2024-04-06T21:30:20.497927Z",89,11.946,"Extracorporeal photopheresis in psoriasis vulgaris: clinical and immunologic observations. Four patients with chronic refractory plaque-type psoriasis without arthropathy were treated with extracorporeal photopheresis every other week for 6 to 13 months. In patients 1 and 2, methotrexate was administered concomitantly during the initial part of the trial; the dose was gradually tapered and the drug was discontinued by 6 months. Both patients improved to 23% and 62% of baseline values for percentage of body surface involvement, but their disease then flared when maintenance extracorporeal photopheresis was used alone. Substantial improvement again occurred when lower doses of methotrexate were administered with extracorporeal photopheresis. Patients 3 and 4 were treated initially with extracorporeal photopheresis alone and both improved to 50% and 52% of baseline body surface involvement, respectively, after 4 months of treatment. However, their disease flared because of factors unrelated to treatment. Extracorporeal photopheresis was well tolerated by all patients without evidence of overt toxicity. However, prolonged treatment with extracorporeal photopheresis/methotrexate was accompanied by a decrease in skin reactivity to recall antigens and by decreased capacity of lymphocytes to produce interleukin 2 in response to polyclonal stimuli in vitro. These findings indicate that alternate-week extracorporeal photopheresis has a definite but incomplete suppressive effect on psoriasis vulgaris that may be mediated through an effect on lymphokine production by photomodified cells and that the therapeutic effect of extracorporeal photopheresis may be enhanced by concomitant administration of low doses of methotrexate. ","general pathological conditions","2024-04-06T21:30:20.497927Z"
94,"1",4,"2024-04-06T21:30:41.650385Z",90,19.862,"Prolonged cardiac preservation. Evaluation of the University of Wisconsin preservation solution by comparison with the St. Thomas' Hospital cardioplegic solutions in the rat. The University of Wisconsin solution differs from other types of solutions used for organ preservation because it contains high-energy phosphate precursors (adenosine and phosphate), impermeants (lactobionate and raffinose), an oncotic agent (pentafraction), and antioxidants (allopurinol and glutathione). These components have the potential to enhance the preservation of ATP, reduce intracellular and extracellular edema, and attenuate free-radical-mediated injury. The University of Wisconsin solution has been demonstrated to enhance and extend the preservation of the liver, pancreas, and kidney, but its potential role in the heart remains unproven. We have evaluated the University of Wisconsin solution (Du Pont) by comparing it with the St. Thomas' Hospital cardioplegic solutions No. 1 and No. 2 (Plegisol), which are used in Europe and the United States for routine cardiac surgery and transplantation. For each solution, 10 isolated working rat hearts were arrested by 10 ml of the solution (at 4 degrees C) and then maintained immersed in the same solution for 4 hours at 4 degrees C. Mean recovery of functional indexes (expressed as a percentage of their preischemic control values) after use of the University of Wisconsin solution were as follows: peak aortic pressure, 90.6 +/- 1.0; dP/dt, 71.5 +/- 5.5; aortic flow, 81.6 +/- 4.7; coronary flow, 87.5 +/- 3.5; and cardiac output, 82.6 +/- 3.5. In contrast, the mean recoveries after St. Thomas' Hospital solution No. 1 were as follows: peak aortic pressure, 82.8 +/- 1.3; dP/dt, 49.7 +/- 3.0; aortic flow, 58.4 +/- 5.3; coronary flow, 79.6 +/- 5.9; and cardiac output, 63.0 +/- 4.9. In contrast still, mean recoveries after St. Thomas' Hospital solution No. 2 were as follows: peak aortic pressure, 83.1 +/- 1.2; dP/dt, 40.7 +/- 6.1; aortic flow, 37.0 +/- 5.1; coronary flow, 65.8 +/- 3.6; and cardiac output, 43.1 +/- 5.6. The recovery of all indexes were significantly superior (p less than 0.005) after preservation with University of Wisconsin solution compared with either of the St. Thomas' Hospital solutions. ","cardiovascular diseases","2024-04-06T21:30:41.650385Z"
95,"1",1,"2024-04-06T21:30:48.768113Z",91,5.945,"Carcinoma of the cervix: value of MR imaging in detecting parametrial involvement. In patients with cervical carcinoma, precise knowledge of parametrial tumor extension affects the therapeutic decision between surgery and radiation therapy. The purpose of this prospective study was to determine the efficacy of MR imaging in detecting the presence or absence of parametrial invasion in patients with cervical cancer thought clinically to be confined to the cervix. Twenty-five consecutive patients were included in the study. All patients underwent radical hysterectomy or total abdominal hysterectomy and had detailed histologic evaluation of the parametrium. Ten had pathologic evidence of parametrial invasion; in the remaining 15, no parametrial invasion was identified pathologically. MR findings were compared with pathologic findings in all cases. For determining parametrial involvement, MR imaging had an accuracy of 88%, a sensitivity of 100%, and a specificity of 80%. Our results suggest that MR imaging is a reliable means of assessing parametrial invasion by cervical cancer. ","neoplasms","2024-04-06T21:30:48.768113Z"
96,"1",3,"2024-04-06T21:30:59.091970Z",92,9.174,"Brain protection: physiological and pharmacological considerations. Part I: The physiology of brain injury. Ischaemia, whether focal or global in nature, produces a sequence of intracellular events leading to increased cell permeability to water and ions including Ca++. There is a loss of cellular integrity and function, with increased production of prostaglandins, free radicals, and acidosis with lactate accumulation. These events may be exacerbated by glucose administration. Pharmacological agents aimed at alleviating ischaemic injury could be directed at decreasing cerebral metabolic requirements for oxygen, improving flow to ischaemic areas, preventing Ca+(+)-induced injury, inhibition of free radical formation, lactate removal, inhibition of prostaglandin synthesis, and prevention of complement-mediated leukocyte aggregation. Part I of this paper describes some of the pathophysiological events leading to ischaemic brain injury. Part 2 of this paper will consider the current agents available for brain protection. ","nervous system diseases","2024-04-06T21:30:59.091970Z"
97,"1",3,"2024-04-06T21:32:19.983116Z",93,79.633,"A cellist with arm pain: thermal asymmetry in scalenus anticus syndrome. We report on a cellist with pain and coldness of the upper extremity. Abnormal thermographic studies were instrumental in uncovering intermittent compression of the subclavian artery, and this prompted us to study the effects of cello playing on skin temperature asymmetry. Temperature asymmetry was defined as the temperature difference (delta-T) from one hand to the other. In 57 controls, mean delta-T at rest was .309 +/- .254C. Exercising the upper extremities by prolonged elbow flexion or by movements mimicking cello playing in controls did not significantly affect delta-T. In our patient, delta-T was ten times control (3.6C). Angiography showed extrinsic compression of the subclavian artery occurring only after cello playing; sympathetic ganglion block relieved the pain. Our patient's abnormal skin temperature may have reflected sympathetic vasomotor hyperactivity. Intermittent neurovascular compression and sympathetic hyperactivity appear to be factors in scalenus anticus syndrome. ","nervous system diseases","2024-04-06T21:32:19.983116Z"
98,"1",5,"2024-04-06T21:32:35.305582Z",94,8.746,"Dietary intake in patients with acquired immunodeficiency syndrome (AIDS), patients with AIDS-related complex, and serologically positive human immunodeficiency virus patients: correlations with nutritional status. One of the major clinical manifestations of the acquired immunodeficiency syndrome (AIDS) and AIDS-related complex (ARC) is the development of cachexia. This most likely results from a multifactorial interplay of poor diet, malabsorption, and altered metabolism. To assess the potential role of nutrient intake in the development or persistence of malnutrition, a detailed analysis was performed of a 72-hr diet record in clinically stable patients with AIDS (N = 18), ARC (N = 12) and in human immunodeficiency virus (HIV) seropositive controls without significant manifestations of disease (N = 13). Total calorie intake was 39.1 +/- 13.2 kcal/kg/day in AIDS patients vs 34.6 +/- 7.8 kcal/kg/day in ARC patients or 31.9 +/- 17.7 kcal/kg/day in HIV seropositive cases (all p = NS). Likewise, mean protein intakes were similar among the groups and exceeded recommended daily dietary allowance (RDA) guidelines. The mean body weight changes from the inception of illness were -11 +/- 1% in AIDS, -6 +/- 7% in ARC, vs +3 +/- 2% in HIV-seropositive-only cases (p less than 0.05 vs AIDS and ARC). Dietary vitamin and mineral analysis revealed that 88% of AIDS, 88% of HIV seropositive, and 89% of ARC patients were ingesting less than 50% RDA for at least one nutrient. The mean number of deficiencies per patient was 1.8 +/- 1.3 in AIDS, 3.8 +/- 3.5 in ARC, and 2.9 +/- 2.5 in HIV-seropositive-only cases (p less than 0.05 AIDS vs ARC). There were no significant correlations between specific anthropometric measurements and dietary intakes of protein or fat. ","general pathological conditions","2024-04-06T21:32:35.305582Z"
99,"1",2,"2024-04-06T21:33:12.226090Z",95,35.668,"Small bowel morphology in British Indian and Afro-Caribbean subjects: evidence of tropical enteropathy. Distal duodenal biopsy specimens taken from 30 white, 35 Indian, and 20 Afro-Caribbean residents of West Birmingham during routine endoscopy for dyspepsia, were assessed by dissecting microscopy and morphometry. Finger-shaped villi were significantly less frequent in the Indian and Afro-Caribbean subjects than in the white subjects when assessed by dissecting microscopy (p less than 0.005), and both immigrant groups had decreased mucosal thickness (p less than 0.01), villous height (p less than 0.001), villous:crypt ratios (p less than 0.01) and enterocyte height (p less than 0.05) compared with the white group. In the Indian subjects, villous height and villous:crypt ratios correlated significantly with the time since the last visit to the Indian subcontinent (p less than 0.005). Serum alkaline phosphatase values were significantly higher in the Indian subjects compared with the whites (p less than 0.02), and serum globulins were increased in both the Afro-Caribbean and Indian subjects (p less than 0.01). There were no correlations between morphometric indices and body habitus or biochemical or haematological indices and the long term effect of the morphological changes is not clear. ","digestive system diseases","2024-04-06T21:33:12.226090Z"
100,"1",1,"2024-04-06T21:33:20.950340Z",96,7.63,"Metastatic carcinoma of the gallbladder from renal cancer presenting as intraluminal polypoid mass. We report a rare case of secondary involvement of the gallbladder by metastatic renal cell carcinoma. A 71-year-old man was diagnosed as having a polypoid mass within the gallbladder when he underwent right nephrectomy for a renal cell carcinoma. A preoperative diagnosis of simultaneous carcinoma of the gallbladder was made, and extended cholecystectomy with regional lymphadenectomy was performed five months after the initial operation. Postoperative histological examination of the polypoid mass within the gallbladder and a pancreatic mass excised during the second surgery revealed these resected tumors to be identical to the clear cell type of renal cell carcinoma. We feel that this case presents synchronous involvement of the gallbladder and pancreas by metastatic renal cell carcinoma of the right kidney. ","neoplasms","2024-04-06T21:33:20.950340Z"
101,"1",1,"2024-04-06T21:33:30.714131Z",97,8.727,"Role of histamine in natural killer cell-mediated resistance against tumor cells. The formation of lung metastases by i.v.-injected B16 melanoma (F1 and F10 strain) cells in Swiss albino, C57BL/6, and BALB/c mice was reduced by a single dose of histamine given 24 h before tumor cell inoculation. The antimetastatic effect of histamine was specifically mediated by histamine H2-receptors (H2R): it was blocked by the H2R antagonist ranitidine and mimicked by dimaprit, a specific H2R agonist but not by an H2R-inactive structural analog of this compound, nor-dimaprit, or the H1R agonist 2-thiazolyl-ethylamide. A single dose of any of the H2R antagonists ranitidine, tiotidine, famotidine, or cimetidine drastically augmented metastasis. Effects of H2R-interactive compounds on B16 metastasis required intact NK cells, as judged by the inability of histamine or ranitidine to affect B16 metastasis after NK cell depletion in vivo using antibodies to asialo-GM1. NK-cell-mediated lysis of YAC-1 lymphoma cells in vivo was enhanced by histamine and reduced by ranitidine within 4 h after inoculation of tumor cells. The antimetastatic effect of IL-2 was potentiated by histamine; in some experiments, combined treatment with a low dose of IL-2 (6000 U/kg) and histamine completely eliminated metastasis, whereas concomitant treatment with ranitidine abrogated antimetastatic effects of IL-2; animals treated with ranitidine and IL-2 displayed the same level of enhanced metastasis as those treated with ranitidine alone. The presented data are suggestive of an earlier unrecognized role for histamine in NK cell-mediated resistance against metastatic tumor cells. ","neoplasms","2024-04-06T21:33:30.714131Z"
102,"1",4,"2024-04-06T21:34:02.070136Z",98,30.301,"Interpreting results of exercise studies after acute myocardial infarction altered by thrombolytic therapy, coronary angioplasty or bypass. Numerous studies have assessed the ability of exercise modalities to predict patient outcome after acute myocardial infarction (AMI). Implicit in the use of these prior data to assess the prognosis of patients currently undergoing exercise studies is the assumption that patients selected for exercise assessment are similar over time and that the data generated in the past are therefore applicable to the current patient populations. This study retrospectively assessed the clinical, exercise, and rest and exercise radionuclide angiographic data in 791 consecutive patients referred for exercise radionuclide angiography within 1 month after AMI during a 5-year period to determine if the clinical and exercise characteristics of patients referred for exercise evaluation after infarction have changed significantly over time. Most parameters examined demonstrated significant increasing trends, including thrombolytic therapy at the time of AMI, revascularization procedure between AMI and exercise assessment, age, beta-blocker usage, Q-wave AMI, inferior infarction, exercise double product, exercise capacity, significant ST-segment depression with exercise, peak ejection fraction, and change in ejection fraction with exercise. These data indicate that the characteristics of patients selected to undergo exercise after AMI in a large referral center have changed significantly over time. If these data are applicable to other referral centers and to other exercise testing modalities, previously published results regarding exercise assessment after AMI will need to be reconfirmed in patients currently selected for testing, since these results may no longer be applicable in this current era of aggressive medical and interventional management. ","cardiovascular diseases","2024-04-06T21:34:02.070136Z"
103,"1",3,"2024-04-06T21:34:18.056592Z",99,14.563,"Surgical correction of the snapping iliopsoas tendon. Eighteen patients with 20 symptomatic hips underwent lengthening of the iliopsoas tendon for persistent painful snapping of this ""internal"" variety of snapping hip. We referred to the pathologic, painful snapping of the iliopsoas in the deep anterior groin as the ""internal"" snapping hip. This is in contrast to the more common and better-known ""external"" snapping that involves the greater trochanter and its overlying soft tissues. The results of our iliopsoas lengthening procedure are presented here. Lengthening of the iliopsoas tendon was accomplished by step cutting of the tendinous portion of the iliopsoas. The pathoanatomy of this poorly understood symptom complex was described in 1984 paper from this institution and is reviewed here. Iliopsoas bursography demonstrated a sudden jerking movement of the iliopsoas tendon between the anterior inferior iliac spine and iliopectineal eminence, synchronous with the patient's pain and often accompanied by an audible snap. The average preoperative duration of symptoms was 2.9 years, and the average length of postoperative followup was 25 months. All patients, except one, had a marked reduction in the frequency of snapping after tendon lengthening, and 14 of 20 hips had no snapping postoperatively. Of the six patients who had recurrence of snapping, all but one stated that this occurred much less frequently and was much less painful compared to the preoperative state. Two hips required reoperation. Postoperatively, only three patients complained of subjective weakness, and most patients were unlimited in physical activity with return to activities such as competitive football, pole vaulting, and long-distance running. ","nervous system diseases","2024-04-06T21:34:18.056592Z"
104,"1",5,"2024-04-06T21:34:49.030498Z",100,29.754,"Ichthyosis, mental retardation, and asymptomatic spasticity. A new neurocutaneous syndrome with normal fatty alcohol:NAD+ oxidoreductase activity. A number of inherited disorders of cornification have been related to abnormal lipid metabolism. In the recessively inherited Sjogren-Larsson syndrome, defined by the triad of ichthyosis, mental retardation, and spasticity, fatty alcohol:NAD+ oxidoreductase deficiency has recently been reported. These patients accumulate fatty alcohol in the plasma and cultured fibroblasts. A 19-year-old woman with ichthyosis, mental retardation, and mild spasticity is described in whom fatty alcohol metabolism was normal, as determined by plasma octadecanol level and fibroblast fatty alcohol:NAD+ oxidoreductase activity. Ultrastructural studies on skin from the patient revealed morphologically abnormal epidermal lamellar bodies, not unlike those seen in neutral lipid storage disease with ichthyosis. We postulate that this patient has a novel neurocutaneous syndrome that may be secondary to abnormal lipid metabolism. ","general pathological conditions","2024-04-06T21:34:49.030498Z"
105,"1",1,"2024-04-06T21:35:00.591885Z",101,10.043,"p53 mutations in colorectal cancer. Immunohistological staining of primary colorectal carcinomas with antibodies specific to p53 demonstrated gross overexpression of the protein in approximately 50% of the malignant tumors examined. Benign adenomas were all negative for p53 overexpression. To determine the molecular basis for this overexpression we examined p53 protein expression in 10 colorectal cancer cell lines. Six of the cell lines expressed high levels of p53 in ELISA, cell-staining, and immunoprecipitation studies. Direct sequencing and chemical-mismatch-cleavage analysis of p53 cDNA by using the polymerase chain reaction in these cell lines showed that all cell lines that expressed high levels of p53 were synthesizing mRNAs that encoded mutant p53 proteins. In two of those four cell lines where p53 expression was lower, point mutations were still detected. Thus, we conclude that overexpression of p53 is synonymous with mutation, but some mutations would not be detected by a simple immunohistochemical analysis. Mutation of the p53 gene is one of the commonest genetic changes in the development of human colorectal cancer. ","neoplasms","2024-04-06T21:35:00.591885Z"
106,"1",1,"2024-04-06T21:35:24.571431Z",102,22.781,"Posterior mediastinal teratoma with abdominal extension. Posterior mediastinal benign teratomas are uncommon neoplasms in infancy; nine cases have been reported so far. A one month old baby was found to have a benign posterior mediastinal teratoma infiltrating the lower oesophagus from the level of the carina through the oesophageal hiatus into the upper abdomen. Partial oesophagectomy provided a successful outcome. ","neoplasms","2024-04-06T21:35:24.571431Z"
107,"1",5,"2024-04-06T21:35:37.665403Z",103,10.337,"Postoperative urinary tract infection in gynecology: implications for an antibiotic prophylaxis policy. A prospective observational study of postoperative infection after gynecologic surgery assessed the need for antibiotic prophylaxis with special reference to the urinary tract. Catheterization requirements in the postoperative period were compared with the development of urinary tract infection after excluding both preoperative and postoperative bacteriuria. Forty-six of 115 patients (40%) developed a urinary tract infection in the postoperative period. Furthermore, this was not clearly related to the need for postoperative catheterization. Significant wound and vaginal vault infections were uncommon, indicating that antibiotic prophylaxis should be directed specifically at the urinary tract. ","general pathological conditions","2024-04-06T21:35:37.665403Z"
108,"1",5,"2024-04-06T21:35:47.331801Z",104,8.469,"Escherichia coli in patients with renal scarring: genotype and phenotype of Gal alpha 1-4Gal beta-, Forssman- and mannose-specific adhesins. The frequency of Escherichia coli with Gal alpha 1-4Gal beta-specific adhesins is reduced among children who develop renal scars. The adhesion-negative phenotype may be due to the absence of the pap DNA sequences which encode these adhesins or to a phase variation event induced by in vitro culture. In the present study the frequency of pap and pil homologous DNA was determined by dot blot analysis with probes specific for the respective sequence using E. coli strains from children with recurrent pyelonephritis with and without renal scarring. The frequency of pap was 79% in the strains isolated from the nonscarring group compared with 39% in the strains from the scarring group (P less than 0.001). The Gal alpha 1-4Gal beta phenotype was expressed by 89% of the pap-positive strains from the nonscarring group compared with 71% in the scarring group (P less than 0.05). In addition 13 of 77 of the pap-positive E. coli strains agglutinated sheep erythrocytes but not the Gal alpha 1-4Gal beta latex beads; a reaction attributed to reactivity with the Forssman glycolipid. DNA sequences homologous with pil were found in 95% of all strains and there was no significant difference between the nonscarring and the scarring groups. The low frequency of Gal alpha 1-4Gal beta specific strains in the scarring group was therefore due to the absence of pap-homologous DNA sequences and to a reduced rate of phenotypic expression among pap-positive scarring strains. There was no support for a relationship between type 1 fimbriae and renal scarring. ","general pathological conditions","2024-04-06T21:35:47.332776Z"
109,"1",5,"2024-04-06T21:36:07.511717Z",105,18.982,"Otogenic Fusobacterium necrophorum meningitis. A case of meningitis secondary to acute suppurative otitis media in a previously healthy child is reported. The only organism isolated from blood after aerobic and prolonged anaerobic culture was identified as Fusobacterium necrophorum. Complete recovery followed treatment with surgery and prolonged antibiotic therapy. The role of anaerobes in the development of meningitis, the isolation and identification of Fusobacterium necrophorum, the clinical presentations of F. necrophorum infection and the choice of antibiotics in the treatment of these infections are discussed. ","general pathological conditions","2024-04-06T21:36:07.511717Z"
110,"1",5,"2024-04-06T21:36:40.396677Z",106,11.783,"Conservative management or closed nailing for tibial shaft fractures. A randomised prospective trial. We performed a prospective randomised trial on matched groups of patients with displaced tibial shaft fractures to compare conservative treatment with closed intramedullary nailing. The results showed conclusively that intramedullary nailing gave more rapid union with less malunion and shortening. Nailed patients had less time off work with a more predictable and rapid return to full function. We therefore consider that closed intramedullary nailing is the most efficient treatment for displaced fractures of the tibial shaft. ","general pathological conditions","2024-04-06T21:36:40.396677Z"
111,"1",1,"2024-04-06T21:37:07.545480Z",107,25.903,"Preliminary characterization of growth factors secreted by human pituitary tumors. To investigate the secretion of mitogenic factors by human pituitary tumors we have cultured cells from 54 adenomas in serum-free medium. Conditioned media from 28 (52%) elicited dose-dependent stimulation of [3H]thymidine incorporation into rat GH3 cells (22-338% above control), while 14 (26%) inhibited GH3 proliferation. Stimulating activity was observed more frequently in nonfunctional tumor-conditioned medium (73%; n = 22) than in secretory tumor-conditioned medium (37%; n = 32). Of 10 tumour-conditioned media with mitogenic activity for GH3 cells, only 4 produced modest stimulation of HEp2 (human laryngeal carcinoma) cells. In contrast, [3H]thymidine incorporation into A431 (human squamous carcinoma) and PC12 (rat adrenal pheochromocytoma) cells was enhanced by each of 15 tumor-conditioned media (up to 342% and 275%, respectively), 8 of which had shown stimulatory and 2 inhibitory effects on GH3 cells. Gel filtration of pooled conditioned media from 10 nonfunctional tumors showed significant growth-promoting activity for GH3 cells in fractions corresponding to mol wt of 2-3 and 11-18 kDa. Proliferative activity on A431 cells also eluted in two positions; one corresponded to the higher mol wt peak seen with GH3 cells, while the other, not observed with GH3 cells, was in the 3- to 6-kDa range. These findings suggest that cells derived from human pituitary adenoma tissue synthesize and secrete several growth factors, each of which may have its own target cell specificities. These factors have yet to be characterized, but we suggest that they may have a role in stimulating the development or maintenance of human pituitary adenomas. ","neoplasms","2024-04-06T21:37:07.545480Z"
112,"1",1,"2024-04-06T21:37:44.804298Z",108,35.734,"Androgen response to endogenous insulin secretion during the frequently sampled intravenous glucose tolerance test in normal and hyperandrogenic women. Women with ovarian hyperandrogenism frequently have insulin resistance, whose underlying mechanism remains to be determined. In the present study we have investigated the relationship between insulin sensitivity and the acute effect of endogenous insulin secretion on circulating androgen levels. Insulin sensitivity, glucose-mediated insulin release, and glucose/insulin-stimulated androgen responses were determined during a frequently sampled iv glucose tolerance test in a group of 19 women with clinical evidence of polycystic ovary syndrome (PCOS) and 9 age- and weight-matched controls. Insulin (I), glucose, androstenedione, testosterone (T), free T, and dehydroepiandrosterone (DHEA) levels were measured before and during the 3 h following iv administration of glucose (300 mg/kg). Intravenous tolbutamide (300-500 mg) was injected 20 min after the glucose injection. Insulin sensitivity (SI) was calculated by application of the minimal model of glucose kinetics. Fasting androstenedione, T, free T, and I concentrations were significantly higher in the women with PCOS than in controls (P less than 0.02). In PCOS subjects, fasting I was correlated with both T (r = 0.51; P less than 0.05) and DHEA (r = 0.706; P less than 0.01). SI was significantly lower in PCOS subjects [SI, 68.35 +/- 8.34 min-1/(nmol/mL] than in control subjects (SI, 133.36 +/- 21.7 min-1/(nmol/mL)]. A significant decline in DHEA levels was observed in control subjects 3 h after glucose administration (from 28.4 +/- 3.0; final, 16.2 +/- 2.4; P less than 0.02). PCOS women with normal insulin sensitivity [SI, greater than 75.0 min-1/(nmol/mL)] showed a similar fall in DHEA (from 20.3 +/- 2.5 to 12.8 +/- 1.8 nmol/L; P less than 0.02). No significant change occurred in insulin-resistant PCOS subjects [SI, less than 75.0 min-1/(nmol/mL)]. Other androgen levels showed a modest nonsignificant decline during the study in PCOS and control groups. These findings confirm the weight-independent insulin resistance of some hyperandrogenic women. The failure of glucose-stimulated endogenous insulin secretion to significantly depress DHEA levels in insulin-resistant women with PCOS may account in part for their androgen excess. ","general pathological conditions","2024-04-06T21:37:44.804298Z"
113,"1",4,"2024-04-06T21:38:45.224390Z",109,58.796,"Silicone pouch for protection of automatic implantable cardioverter-defibrillator leads. Automatic implantable cardioverter-defibrillator has become routine treatment for recurrent, drug-resistant ventricular tachycardia. Although there is documentation regarding clinical experience and device performance, there is little information on how to avoid complications related to the retrieval of sensing and defibrillation leads from the subcutaneous space. We are reporting our experience with a silicone pouch for protection of automatic implantable cardioverter-defibrillator leads that allows immediate and simple retrieval of the leads in case an automatic implantable cardioverter-defibrillator generator is needed. ","cardiovascular diseases","2024-04-06T21:38:45.224390Z"
114,"1",5,"2024-04-06T21:39:02.062930Z",110,14.204,"Covalent binding of oxidative biotransformation intermediates is associated with halothane hepatotoxicity in guinea pigs. In vivo covalent binding of halothane biotransformation-reactive intermediates to hepatic protein and lipid was examined in association with the subsequent development of hepatic necrosis in the guinea pig. Oxidative halothane biotransformation was inhibited by the use of deuterated halothane, whereas reductive metabolism was enhanced by low inspired oxygen concentrations. Male outbred Hartley guinea pigs (n = 8) were exposed to either 1% (v/v) halothane or deuterated halothane--with a fractional inspired O2 concentration (FIO2) of 0.40 or 0.10--for 4 h. Livers removed from half of the animals immediately after anesthesia were evaluated for organic fluorine bound to protein and lipid. The remaining animals were evaluated for a hepatotoxic response up to 96 h after exposure. Only guinea pigs that received 1% halothane at an FIO2 of 0.40 had centrilobular necrosis develop with significantly increased plasma alanine aminotransferase activities. All other treatment conditions significantly reduced oxidative halothane biotransformation, as indicated by decreased plasma trifluoroacetic acid concentrations. These reductions were associated with a significant decrease in organic fluorine bound to hepatic proteins. An FIO2 of 0.10 during halothane anesthesia significantly enhanced reductive biotransformation, as indicated by plasma fluoride ion concentrations. This was associated with a significant increase in organic fluoride bound to hepatic lipids. Centrilobular necrosis did not develop under these conditions. Thus, covalent binding to subcellular proteins by the trifluoroacetyl acid chloride intermediate generated by oxidative halothane biotransformation is implicated as a mechanism of centrilobular necrosis in guinea pigs. Binding to lipids by reductive pathway generated free radicals does not appear to be involved in production of the lesion. ","general pathological conditions","2024-04-06T21:39:02.062930Z"
