,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,CentralAir_encoded,GarageFinish_encoded,Street_Grvl,Street_Pave,Shape_IR1,Shape_IR2,Shape_IR3,Shape_Reg,Contour_Bnk,Contour_HLS,Contour_Low,Contour_Lvl,Util_AllPub,Util_NoSeWa
2768,2769,20,RL,70.0,7000,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,2,6,781.0,1,0.0,369.0,1150.0,GasA,3,Y,SBrkr,1150,0,0,1150,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Attchd,1961.0,RFn,1.0,288.0,3,3,Y,0,0,0,0,162,0,0,7,2006,WD,Normal,178152.259700828,1,1,0,1,0,0,0,1,0,0,0,1,1,0
2769,2770,20,RL,74.0,7400,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,2,2,809.0,1,0.0,236.0,1045.0,GasA,4,Y,SBrkr,1045,0,0,1045,1.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,1962.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,3,2006,WD,Normal,174519.904825949,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2770,2771,20,RL,70.0,7000,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,5,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,2,4,468.0,1,0.0,396.0,864.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,1.0,1,0,3,1,3,5,Typ,0,4,Attchd,1962.0,Unf,1.0,336.0,3,3,Y,0,0,0,0,0,0,0,2,2006,WD,Normal,172627.796932837,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2771,2772,190,RL,70.0,7000,Inside,Gtl,NAmes,Artery,Norm,2fmCon,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,4,5,953.0,1,0.0,72.0,1025.0,GasA,3,Y,SBrkr,1025,0,0,1025,1.0,0.0,1,0,3,1,3,6,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,Y,96,80,0,0,0,0,0,3,2006,WD,Normal,173732.689486435,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2772,2773,70,RM,62.0,9856,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1900,2005,Hip,CompShg,CemntBd,CmentBd,0.0,4,4,PConc,2,3,2,1,0.0,1,0.0,716.0,716.0,GasA,5,Y,FuseA,1007,1007,0,2014,0.0,0.0,2,0,5,1,3,8,Typ,0,4,Detchd,1900.0,Unf,2.0,624.0,3,3,Y,0,72,167,0,0,0,0,6,2006,WD,Normal,209219.844787023,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2773,2774,50,RM,60.0,9600,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6,1948,1950,Gable,CompShg,MetalSd,MetalSd,264.0,3,3,CBlock,3,3,2,3,276.0,1,0.0,936.0,1212.0,GasA,4,Y,FuseA,1226,442,0,1668,1.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,1948.0,Unf,1.0,240.0,3,3,Y,0,0,140,0,0,0,0,5,2006,WD,Normal,181059.374300472,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2774,2775,50,RM,60.0,5520,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,6,1920,1980,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,2,2,2,284.0,1,0.0,863.0,1147.0,GasA,3,N,SBrkr,1147,510,0,1657,0.0,0.0,1,0,4,1,2,9,Typ,1,3,Detchd,1920.0,Unf,1.0,162.0,2,2,N,0,0,0,0,0,0,0,7,2006,WD,Normal,188515.443002459,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2775,2776,50,RM,60.0,9600,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,3,381.0,1,0.0,399.0,780.0,GasA,5,Y,SBrkr,940,476,0,1416,0.0,1.0,1,0,3,1,4,7,Typ,0,4,Detchd,1956.0,Unf,2.0,400.0,3,3,Y,0,24,0,0,0,0,0,6,2006,WD,Normal,182164.26685407,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2776,2777,70,RM,58.0,6451,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1900,1970,Gable,CompShg,AsbShng,Wd Sdng,0.0,3,3,Stone,3,3,2,3,208.0,1,0.0,504.0,712.0,GasA,4,Y,SBrkr,848,580,0,1428,1.0,0.0,1,0,4,1,3,7,Typ,0,4,Detchd,1985.0,Fin,2.0,576.0,3,3,Y,264,0,84,0,0,0,0,5,2006,WD,Normal,188137.901597981,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2777,2778,70,RM,66.0,3960,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,502.0,502.0,GasA,3,N,SBrkr,502,502,0,1004,0.0,0.0,1,0,2,1,4,5,Typ,1,1,Detchd,1930.0,Unf,1.0,200.0,2,3,N,280,0,68,0,0,0,0,7,2006,WD,Normal,158893.54306269,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2778,2779,190,RM,56.0,7745,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1900,1950,Gable,CompShg,MetalSd,MetalSd,0.0,4,3,PConc,3,3,2,1,0.0,1,0.0,938.0,938.0,GasA,4,N,SBrkr,1084,867,0,1951,0.0,0.0,2,0,4,2,2,9,Typ,0,4,Detchd,1993.0,Unf,2.0,576.0,3,3,P,0,6,28,0,0,0,0,4,2006,WD,Normal,189579.65066771,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2779,2780,30,RM,56.0,7741,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,2,2,4,143.0,3,72.0,817.0,1032.0,GasA,4,N,FuseA,1032,0,0,1032,0.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,1995.0,Unf,1.0,280.0,3,3,Y,0,0,112,0,0,0,0,6,2006,COD,Abnorml,165229.803505847,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2780,2781,30,RM,50.0,5633,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,Stucco,0.0,3,3,BrkTil,3,2,2,1,0.0,1,0.0,844.0,844.0,GasA,3,Y,SBrkr,844,0,0,844,0.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,1925.0,Unf,1.0,216.0,3,3,N,50,81,123,0,0,0,0,7,2006,WD,Normal,162186.071220207,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2781,2782,20,RM,60.0,7200,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,576.0,576.0,GasA,5,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,1952.0,RFn,1.0,528.0,3,3,Y,0,0,0,0,115,0,0,8,2006,COD,Normal,166374.879866351,1,1,0,1,0,0,0,1,0,0,0,1,1,0
2782,2783,70,RM,42.0,7614,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,1905,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,2,3,1,0.0,1,0.0,738.0,738.0,GasA,4,Y,FuseA,714,662,0,1376,0.0,0.0,1,0,2,1,3,7,Typ,0,4,Detchd,1930.0,Unf,1.0,216.0,3,3,N,0,0,104,0,225,0,0,3,2006,WD,Normal,161665.184974757,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2783,2784,190,RM,50.0,6000,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1Story,5,7,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,4,6,576.0,1,0.0,384.0,960.0,GasA,3,Y,FuseA,960,0,0,960,1.0,0.0,1,0,3,1,3,5,Typ,0,4,Detchd,1976.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,175079.328798445,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2784,2785,50,RM,50.0,6000,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,MetalSd,MetalSd,145.0,3,4,PConc,3,3,2,1,0.0,1,0.0,816.0,816.0,GasA,5,Y,SBrkr,816,750,0,1566,0.0,0.0,1,1,5,1,4,7,Typ,0,4,Detchd,1976.0,Unf,2.0,450.0,3,3,Y,24,0,296,0,0,0,0,8,2006,WD,Normal,203840.874021305,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2785,2786,30,RM,52.0,7830,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,0.0,3,3,BrkTil,2,3,2,2,416.0,1,0.0,76.0,492.0,GasA,3,Y,SBrkr,492,0,0,492,1.0,0.0,1,0,1,1,3,3,Typ,0,4,Detchd,1921.0,Unf,1.0,200.0,2,3,N,0,0,78,0,0,0,0,6,2006,WD,Normal,152129.078861057,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2786,2787,50,RM,56.0,9576,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,2,3,2,3,310.0,1,0.0,460.0,770.0,GasA,3,Y,SBrkr,885,297,0,1182,0.0,0.0,1,1,3,1,3,5,Typ,0,4,Detchd,1945.0,Unf,1.0,378.0,2,3,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,181012.141380101,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2787,2788,30,RM,48.0,5747,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,798.0,798.0,GasA,4,Y,SBrkr,840,0,0,840,0.0,0.0,1,0,2,1,2,5,Typ,0,4,Detchd,1938.0,Unf,1.0,250.0,3,2,N,112,0,0,0,0,0,0,6,2006,WD,Normal,161305.53503837,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2788,2789,75,RM,70.0,6300,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1910,2005,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,1226.0,1226.0,GasA,5,Y,SBrkr,1226,878,0,2104,0.0,0.0,2,0,5,1,3,9,Typ,0,4,Detchd,1910.0,Unf,2.0,432.0,2,3,P,0,341,88,0,0,0,0,7,2006,WD,Normal,203326.392972343,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2789,2790,90,RM,33.0,5976,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,624.0,624.0,GasA,4,N,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,N,0,130,256,0,0,0,0,12,2006,WD,Normal,168385.571141831,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2790,2791,20,RM,65.0,9750,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,960.0,960.0,GasA,5,Y,SBrkr,960,0,0,960,0.0,0.0,1,0,3,1,3,5,Typ,0,4,Detchd,2002.0,Unf,2.0,624.0,3,3,Y,0,0,0,0,0,0,4500,7,2006,WD,Normal,183564.365159986,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2791,2792,50,C (all),63.0,4761,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,3,3,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,2,BrkTil,3,2,2,1,0.0,1,0.0,1020.0,1020.0,GasA,2,N,FuseP,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,N,0,0,105,0,0,0,0,10,2006,ConLD,Normal,163784.619440861,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2792,2793,70,RL,69.0,11737,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,7,1924,1996,Gambrel,CompShg,BrkComm,Stucco,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,848.0,848.0,GasW,3,N,SBrkr,1017,810,0,1827,0.0,0.0,1,0,2,1,3,9,Typ,1,4,Detchd,1943.0,Unf,1.0,240.0,2,3,Y,27,36,42,0,0,0,0,5,2006,WD,Normal,171989.192193993,0,2,0,1,1,0,0,0,1,0,0,0,1,0
2793,2794,50,RM,51.0,6120,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,3,5,1930,1950,Gable,CompShg,AsbShng,AsbShng,0.0,4,3,CBlock,3,3,2,3,347.0,1,0.0,381.0,728.0,GasA,5,Y,SBrkr,728,434,0,1162,1.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,1930.0,Unf,1.0,258.0,2,1,Y,0,24,0,0,0,0,0,11,2006,ConLI,Abnorml,180839.95616829,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2794,2795,50,RM,51.0,6120,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,0.0,3,4,BrkTil,3,3,2,1,0.0,1,0.0,741.0,741.0,GasA,4,Y,SBrkr,741,583,0,1324,0.0,0.0,1,0,3,1,4,7,Typ,0,4,Detchd,1930.0,Unf,1.0,180.0,2,3,Y,0,0,55,0,0,0,0,2,2006,WD,Normal,170895.923185907,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2795,2796,30,RL,50.0,11672,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,816.0,816.0,GasA,3,Y,FuseA,816,0,0,816,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Detchd,1925.0,Unf,1.0,210.0,2,2,N,168,0,112,0,0,0,0,7,2006,WD,Normal,174071.054808518,1,2,0,1,0,1,0,0,0,0,0,1,1,0
2796,2797,50,RM,90.0,33120,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,1.5Fin,6,5,1962,1962,Gable,CompShg,BrkFace,Wd Sdng,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,1595.0,1595.0,GasA,3,Y,SBrkr,1611,875,0,2486,0.0,0.0,2,0,5,1,3,8,Typ,1,4,Detchd,1962.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,10,2006,WD,Normal,259423.859147546,1,2,0,1,0,0,1,0,0,0,0,1,1,0
2797,2798,50,RM,60.0,10320,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,2,2,1,0.0,1,0.0,596.0,596.0,GasA,1,Y,FuseF,834,596,0,1430,0.0,0.0,2,0,3,1,2,7,Typ,0,4,Detchd,1924.0,Unf,2.0,370.0,2,2,Y,218,0,0,0,210,0,0,10,2006,WD,Abnorml,188000.824679588,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2798,2799,70,RM,60.0,7518,FR3,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,0.0,2,4,BrkTil,2,2,2,1,0.0,1,0.0,396.0,396.0,GasA,4,Y,SBrkr,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,Typ,0,4,Detchd,2001.0,Unf,1.0,390.0,3,3,N,0,72,45,0,0,0,0,7,2006,WD,Normal,179171.703565498,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2799,2800,30,RM,50.0,9000,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,610.0,610.0,GasA,5,N,FuseA,819,0,0,819,0.0,0.0,1,0,2,1,4,4,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,N,0,0,0,0,0,0,0,9,2006,WD,Abnorml,171022.241447762,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2800,2801,30,RM,60.0,7200,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,BrkTil,3,3,2,2,343.0,1,0.0,641.0,984.0,GasA,3,Y,FuseF,984,0,0,984,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,1930.0,Unf,1.0,308.0,3,3,N,0,0,164,0,0,0,0,3,2006,ConLI,Family,174126.297156192,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2801,2802,50,RL,82.0,12375,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,5,1951,1951,Gable,CompShg,HdBoard,HdBoard,41.0,3,2,CBlock,3,3,2,4,329.0,1,0.0,477.0,806.0,GasA,3,Y,SBrkr,1081,341,0,1422,1.0,0.0,1,0,3,1,3,7,Typ,1,3,Detchd,1951.0,Unf,1.0,288.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,187625.573271948,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2802,2803,90,RL,120.0,11136,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,1921.0,1921.0,GasA,3,Y,SBrkr,1921,0,0,1921,0.0,0.0,2,0,4,2,3,8,Typ,0,4,Detchd,1964.0,Unf,2.0,576.0,3,3,Y,0,180,0,0,0,0,0,7,2006,WD,Normal,199567.946369234,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2803,2804,20,RL,100.0,21370,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,0.0,3,3,Slab,3,3,2,1,0.0,1,0.0,0.0,0.0,GasA,3,Y,FuseA,1640,0,0,1640,0.0,0.0,1,0,3,1,3,7,Min1,1,4,Attchd,1950.0,RFn,2.0,394.0,3,3,Y,0,0,225,0,0,0,600,6,2006,WD,Normal,205328.078219268,1,1,0,1,0,0,0,1,0,0,0,1,1,0
2804,2805,30,RL,55.0,8250,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,Slab,3,3,2,1,0.0,1,0.0,0.0,0.0,GasA,3,N,SBrkr,1032,0,0,1032,0.0,0.0,1,0,2,1,3,6,Typ,1,3,Detchd,1939.0,Unf,1.0,260.0,3,3,Y,0,0,121,0,0,0,0,6,2006,WD,Normal,166231.535025379,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2805,2806,30,RL,50.0,5220,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,830.0,830.0,GasA,4,Y,SBrkr,879,0,0,879,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Detchd,1936.0,Unf,1.0,180.0,3,3,P,0,108,0,0,0,0,0,1,2006,WD,Normal,154743.91606057,1,2,0,1,1,0,0,0,0,0,0,1,1,0
2806,2807,20,RL,50.0,5500,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,4,3,6,510.0,2,373.0,190.0,1073.0,GasA,5,Y,SBrkr,1073,0,0,1073,1.0,0.0,2,0,2,1,3,4,Typ,0,4,Detchd,2004.0,Unf,1.0,246.0,3,3,Y,0,120,0,0,0,0,0,5,2006,WD,Normal,159714.537012622,1,2,0,1,0,0,0,1,0,0,0,1,1,0
2807,2808,20,RL,69.30579531442663,11327,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,305.0,3,3,CBlock,3,3,4,5,779.0,1,0.0,285.0,1064.0,GasA,3,Y,SBrkr,1064,0,0,1064,0.0,1.0,1,0,3,1,3,6,Typ,1,3,Attchd,1967.0,Unf,2.0,528.0,3,3,Y,314,48,0,0,0,0,0,6,2006,WD,Normal,185563.069082422,1,2,0,1,1,0,0,0,0,0,0,1,1,0
2808,2809,80,RL,80.0,10366,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,0.0,3,4,CBlock,3,3,4,6,456.0,1,0.0,456.0,912.0,GasA,3,Y,SBrkr,934,0,0,934,0.0,1.0,1,0,2,1,3,4,Typ,0,4,Attchd,1964.0,Unf,1.0,336.0,3,3,Y,77,0,0,0,0,0,500,7,2006,WD,Normal,171500.796725006,1,2,0,1,1,0,0,0,0,0,0,1,1,0
2809,2810,20,RL,75.0,9000,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,2,5,773.0,1,0.0,286.0,1059.0,GasA,4,Y,SBrkr,1059,0,0,1059,1.0,0.0,1,0,3,1,3,6,Typ,0,4,Attchd,1966.0,Fin,1.0,286.0,3,3,Y,0,88,0,0,0,0,0,6,2006,WD,Abnorml,180983.443844799,1,0,0,1,0,0,0,1,0,0,0,1,1,0
2810,2811,20,RL,69.30579531442663,9535,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,450.0,3,3,CBlock,3,3,2,4,194.0,2,982.0,0.0,1176.0,GasA,3,Y,SBrkr,1458,0,0,1458,1.0,0.0,1,1,3,1,3,7,Typ,1,3,Attchd,1967.0,Unf,2.0,512.0,3,3,Y,284,0,0,0,0,0,0,7,2006,WD,Normal,183141.236914997,1,2,0,1,1,0,0,0,0,0,0,1,1,0
2811,2812,80,RL,69.30579531442663,7176,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,200.0,3,3,CBlock,3,4,5,6,794.0,1,0.0,166.0,960.0,GasA,2,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,3,6,Typ,1,2,Detchd,1979.0,Unf,2.0,616.0,3,3,Y,131,0,0,0,180,0,0,7,2006,WD,Normal,178498.634450214,1,2,0,1,1,0,0,0,0,0,0,1,1,0
2812,2813,90,RL,69.30579531442663,9662,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,4,3,2,1,0.0,1,0.0,1967.0,1967.0,GasA,3,Y,SBrkr,1967,0,0,1967,0.0,0.0,2,0,6,2,3,10,Typ,0,4,Attchd,1977.0,Fin,2.0,580.0,3,3,Y,170,0,0,0,0,0,0,8,2006,WD,Normal,224323.710512388,1,0,0,1,1,0,0,0,0,0,0,1,1,0
2813,2814,90,RL,75.0,8235,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,99.0,3,3,CBlock,3,3,2,3,483.0,1,0.0,1466.0,1949.0,GasA,3,Y,SBrkr,1949,0,0,1949,0.0,0.0,2,0,6,2,3,10,Typ,0,4,Attchd,1977.0,RFn,2.0,586.0,3,3,Y,32,0,0,0,0,0,0,5,2006,WD,Normal,218200.642127877,1,1,0,1,0,0,0,1,0,0,0,1,1,0
2814,2815,30,RL,69.30579531442663,17529,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,65.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,872.0,872.0,GasA,2,N,FuseF,872,0,0,872,0.0,0.0,1,0,2,1,2,5,Mod,1,4,Detchd,1924.0,Unf,1.0,322.0,2,2,N,0,0,116,0,0,0,0,4,2006,WD,Normal,182283.177756557,0,2,0,1,0,0,0,1,0,0,0,1,1,0
2815,2816,20,RL,69.30579531442663,20355,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,123.0,3,3,CBlock,4,3,4,3,810.0,5,826.0,229.0,1865.0,GasA,3,Y,SBrkr,1830,0,0,1830,1.0,0.0,1,0,2,1,3,6,Typ,2,4,Attchd,1967.0,Unf,2.0,521.0,3,3,Y,0,115,168,0,0,0,0,6,2006,WD,Normal,190054.639237419,1,2,0,1,0,0,0,1,0,0,1,0,1,0
2816,2817,20,RL,87.0,13050,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,0.0,3,3,CBlock,4,3,4,3,104.0,5,850.0,46.0,1000.0,GasA,5,Y,SBrkr,1000,0,0,1000,1.0,0.0,1,0,1,1,3,4,Typ,2,3,Attchd,1993.0,Unf,2.0,575.0,3,3,Y,238,0,148,0,0,0,0,4,2006,WD,Normal,160192.453934518,1,2,0,1,0,0,0,1,0,0,1,0,1,0
2817,2818,85,RL,72.0,10820,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,153.0,3,3,PConc,4,3,4,6,535.0,3,159.0,88.0,782.0,GasA,5,Y,SBrkr,810,0,0,810,1.0,0.0,1,0,2,1,3,4,Typ,0,4,Detchd,1973.0,Unf,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,171289.393581756,1,2,0,1,0,0,0,1,0,0,0,1,1,0
